"","latitude","longitude","category","hours","crashyn"
"871",-38.14753,144.3606,"Serious","05:00:00","Crash"
"872",-37.0155,144.5418,"No Serious Injury","02:05:00","Crash"
"873",-37.58392,143.8324,"No Serious Injury","01:10:00","Crash"
"874",-37.05564,144.2135,"Serious","22:00:00","Crash"
"875",-37.28709,144.9636,"No Serious Injury","23:27:00","Crash"
"876",-37.35643,144.7437,"Serious","23:30:00","Crash"
"877",-36.74978,144.2908,"Serious","22:00:00","Crash"
"878",-38.00623,147.0629,"Serious","06:00:00","Crash"
"879",-36.13489,144.1315,"Serious","05:30:00","Crash"
"880",-36.31215,146.5271,"No Serious Injury","22:30:00","Crash"
"881",-38.57712,145.6839,"Serious","22:45:00","Crash"
"882",-36.40625,146.72,"No Serious Injury","01:45:00","Crash"
"883",-38.09789,144.3285,"No Serious Injury","22:20:00","Crash"
"884",-36.36472,145.5007,"Serious","04:00:00","Crash"
"885",-38.08428,143.9039,"No Serious Injury","01:20:00","Crash"
"886",-37.79141,147.5076,"Serious","05:00:00","Crash"
"887",-36.3116,146.2075,"No Serious Injury","00:30:00","Crash"
"888",-36.17943,143.2249,"Fatal","22:00:00","Crash"
"889",-37.08471,143.9475,"Serious","04:00:00","Crash"
"890",-37.46758,144.6733,"Serious","04:30:00","Crash"
"891",-38.17652,144.3517,"Serious","22:30:00","Crash"
"892",-37.65833,144.4348,"Serious","00:20:00","Crash"
"893",-38.20358,146.1785,"No Serious Injury","01:20:00","Crash"
"894",-36.76316,144.2578,"No Serious Injury","06:00:00","Crash"
"895",-35.06155,143.0925,"No Serious Injury","05:00:00","Crash"
"896",-36.13375,144.7575,"No Serious Injury","23:15:00","Crash"
"897",-38.35639,144.0382,"Serious","23:39:00","Crash"
"898",-37.33231,144.7408,"No Serious Injury","05:10:00","Crash"
"899",-36.98733,145.1202,"No Serious Injury","01:45:00","Crash"
"900",-38.17364,144.4025,"Serious","22:20:00","Crash"
"901",-36.83703,144.2377,"Serious","05:15:00","Crash"
"902",-37.52377,146.2153,"No Serious Injury","05:00:00","Crash"
"903",-34.20007,142.1629,"No Serious Injury","03:40:00","Crash"
"904",-36.13361,144.7601,"No Serious Injury","01:10:00","Crash"
"905",-38.15386,144.3315,"Fatal","23:20:00","Crash"
"906",-37.76274,141.0102,"Serious","05:00:00","Crash"
"907",-38.36597,142.4886,"No Serious Injury","03:00:00","Crash"
"908",-38.05529,144.3904,"Serious","05:57:00","Crash"
"909",-37.49638,149.1812,"No Serious Injury","23:00:00","Crash"
"910",-38.0819,144.3371,"Serious","03:59:00","Crash"
"911",-38.16478,144.3496,"Serious","22:13:00","Crash"
"912",-36.08151,146.7871,"Fatal","02:10:00","Crash"
"913",-37.30738,145.0515,"No Serious Injury","06:00:00","Crash"
"914",-38.20957,146.1408,"No Serious Injury","22:35:00","Crash"
"915",-38.143,144.3148,"Serious","02:34:00","Crash"
"916",-34.13429,142.0285,"Serious","05:15:00","Crash"
"917",-36.88937,147.0645,"No Serious Injury","00:30:00","Crash"
"918",-36.77858,143.5897,"Serious","03:00:00","Crash"
"919",-36.91312,144.705,"No Serious Injury","23:15:00","Crash"
"920",-37.88175,146.9636,"No Serious Injury","00:15:00","Crash"
"921",-37.92779,147.0898,"No Serious Injury","04:00:00","Crash"
"922",-37.39153,144.5939,"No Serious Injury","02:30:00","Crash"
"923",-38.15065,144.3564,"No Serious Injury","22:00:00","Crash"
"924",-37.29945,143.7831,"Serious","00:34:00","Crash"
"925",-37.58759,141.3967,"No Serious Injury","01:00:00","Crash"
"926",-36.77272,144.3377,"No Serious Injury","23:30:00","Crash"
"927",-37.47637,149.1808,"No Serious Injury","05:00:00","Crash"
"928",-37.95196,146.4472,"Serious","22:20:00","Crash"
"929",-37.37355,143.8551,"Serious","22:30:00","Crash"
"930",-35.34072,143.5449,"No Serious Injury","22:55:00","Crash"
"931",-36.11483,146.8686,"Serious","05:20:00","Crash"
"932",-38.37805,142.4783,"No Serious Injury","06:00:00","Crash"
"933",-38.63308,143.5501,"Serious","22:30:00","Crash"
"934",-36.81263,144.2926,"Serious","03:45:00","Crash"
"935",-38.44804,145.2416,"Serious","03:30:00","Crash"
"936",-37.27219,142.8933,"No Serious Injury","05:52:00","Crash"
"937",-37.67895,142.0156,"No Serious Injury","04:00:00","Crash"
"938",-38.16348,145.9303,"No Serious Injury","22:20:00","Crash"
"939",-38.10133,144.3452,"No Serious Injury","01:30:00","Crash"
"940",-38.09906,144.3552,"Serious","01:28:00","Crash"
"941",-36.13509,146.6472,"No Serious Injury","04:30:00","Crash"
"942",-38.17912,146.299,"No Serious Injury","22:00:00","Crash"
"943",-36.3681,145.462,"No Serious Injury","04:20:00","Crash"
"944",-38.50069,145.461,"Serious","22:20:00","Crash"
"945",-38.1445,144.3289,"Serious","01:44:00","Crash"
"946",-35.82529,144.037,"Serious","22:10:00","Crash"
"947",-37.65922,141.8258,"Serious","02:05:00","Crash"
"948",-36.71294,142.2491,"Fatal","23:00:00","Crash"
"949",-38.66055,146.2166,"No Serious Injury","03:10:00","Crash"
"950",-38.38827,142.4834,"Serious","05:50:00","Crash"
"951",-38.15463,144.3783,"Serious","22:00:00","Crash"
"952",-36.29917,145.2773,"No Serious Injury","03:00:00","Crash"
"953",-37.91833,141.9469,"Serious","23:20:00","Crash"
"954",-38.16753,144.3507,"Serious","22:29:00","Crash"
"955",-37.68708,144.4782,"Fatal","02:00:00","Crash"
"956",-38.14167,146.1472,"Serious","04:00:00","Crash"
"957",-36.14543,145.1419,"Serious","23:40:00","Crash"
"958",-36.42166,145.3783,"No Serious Injury","02:30:00","Crash"
"959",-36.97078,144.2946,"Serious","22:30:00","Crash"
"960",-37.0106,145.1101,"No Serious Injury","05:30:00","Crash"
"961",-37.85135,147.9442,"No Serious Injury","02:15:00","Crash"
"962",-37.56365,143.9323,"Serious","00:40:00","Crash"
"963",-38.18654,144.3995,"No Serious Injury","04:00:00","Crash"
"964",-38.22072,146.4716,"Serious","22:20:00","Crash"
"965",-38.26797,144.5175,"Serious","22:00:00","Crash"
"966",-36.75834,144.2973,"Serious","04:40:00","Crash"
"967",-37.66168,144.509,"Serious","02:15:00","Crash"
"968",-36.84818,144.0372,"No Serious Injury","01:30:00","Crash"
"969",-37.97646,146.7833,"No Serious Injury","00:55:00","Crash"
"970",-38.02711,147.179,"No Serious Injury","06:00:00","Crash"
"971",-34.32429,142.1792,"Serious","00:25:00","Crash"
"972",-36.75999,144.2277,"No Serious Injury","05:45:00","Crash"
"973",-38.2572,141.6931,"No Serious Injury","05:10:00","Crash"
"974",-38.08625,147.0703,"No Serious Injury","23:25:00","Crash"
"975",-36.34753,145.4158,"No Serious Injury","23:00:00","Crash"
"976",-38.20688,144.3152,"No Serious Injury","05:30:00","Crash"
"977",-36.12882,144.7652,"No Serious Injury","01:00:00","Crash"
"978",-38.17528,144.5902,"Serious","06:00:00","Crash"
"979",-36.29673,145.4377,"Serious","06:00:00","Crash"
"980",-37.8616,147.9938,"No Serious Injury","04:30:00","Crash"
"981",-38.56791,146.6783,"Serious","00:03:00","Crash"
"982",-38.17049,144.2504,"No Serious Injury","03:00:00","Crash"
"983",-38.07542,144.3687,"Serious","02:08:00","Crash"
"984",-37.46364,144.6897,"No Serious Injury","00:01:00","Crash"
"985",-38.17878,146.5004,"No Serious Injury","00:00:00","Crash"
"986",-38.21994,146.5465,"Serious","05:42:00","Crash"
"987",-35.10983,142.1057,"No Serious Injury","03:33:00","Crash"
"988",-37.65375,143.667,"Fatal","03:50:00","Crash"
"989",-37.57183,143.8483,"No Serious Injury","01:00:00","Crash"
"990",-38.03302,144.4318,"No Serious Injury","00:15:00","Crash"
"991",-37.39697,145.116,"No Serious Injury","04:45:00","Crash"
"992",-38.20616,143.1738,"No Serious Injury","05:15:00","Crash"
"993",-37.12837,142.5394,"Serious","03:16:00","Crash"
"994",-38.04507,144.1328,"Serious","05:30:00","Crash"
"995",-34.20818,142.1344,"No Serious Injury","22:30:00","Crash"
"996",-37.34421,145.6684,"No Serious Injury","05:20:00","Crash"
"997",-37.54237,143.85,"Serious","05:56:00","Crash"
"998",-36.41162,145.6316,"No Serious Injury","22:00:00","Crash"
"999",-38.19997,144.492,"Serious","05:15:00","Crash"
"1000",-35.96043,145.6318,"No Serious Injury","02:45:00","Crash"
"1001",-34.21506,142.1462,"No Serious Injury","22:20:00","Crash"
"1002",-37.29998,143.7827,"Fatal","05:00:00","Crash"
"1003",-36.35952,145.3391,"Serious","05:50:00","Crash"
"1004",-38.37524,142.5078,"Serious","23:25:00","Crash"
"1005",-37.68306,144.4715,"No Serious Injury","22:00:00","Crash"
"1006",-38.29544,143.8081,"Serious","00:15:00","Crash"
"1007",-37.2946,144.5032,"Serious","22:20:00","Crash"
"1008",-36.3529,146.3308,"Serious","22:50:00","Crash"
"1009",-36.75525,144.2741,"No Serious Injury","22:50:00","Crash"
"1010",-36.93405,145.179,"No Serious Injury","05:40:00","Crash"
"1011",-38.18242,143.84,"No Serious Injury","05:30:00","Crash"
"1012",-36.44261,146.5244,"No Serious Injury","23:30:00","Crash"
"1013",-36.53342,146.6914,"No Serious Injury","04:21:00","Crash"
"1014",-38.09183,146.0143,"No Serious Injury","05:40:00","Crash"
"1015",-38.38919,142.5036,"Serious","22:07:00","Crash"
"1016",-38.25943,144.4245,"Serious","22:00:00","Crash"
"1017",-38.25756,145.9506,"No Serious Injury","04:10:00","Crash"
"1018",-36.15363,144.7853,"No Serious Injury","05:38:00","Crash"
"1019",-38.51539,143.9766,"Serious","22:00:00","Crash"
"1020",-37.65156,143.2006,"Serious","23:15:00","Crash"
"1021",-37.84451,147.5874,"No Serious Injury","04:45:00","Crash"
"1022",-38.04489,144.2571,"No Serious Injury","05:30:00","Crash"
"1023",-35.18534,143.363,"Fatal","04:30:00","Crash"
"1024",-38.00004,144.4965,"Serious","03:20:00","Crash"
"1025",-37.84276,143.892,"Fatal","01:02:00","Crash"
"1026",-36.16212,146.6068,"No Serious Injury","00:15:00","Crash"
"1027",-37.13607,143.7091,"Serious","23:10:00","Crash"
"1028",-37.76008,142.0613,"Serious","01:00:00","Crash"
"1029",-38.14729,144.3607,"No Serious Injury","22:25:00","Crash"
"1030",-37.60889,143.74,"Serious","22:00:00","Crash"
"1031",-36.41202,146.271,"Serious","02:10:00","Crash"
"1032",-38.20486,146.1742,"No Serious Injury","23:10:00","Crash"
"1033",-36.39752,145.4007,"Serious","05:00:00","Crash"
"1034",-38.30156,143.7719,"Serious","04:20:00","Crash"
"1035",-38.61707,146.1412,"Serious","03:45:00","Crash"
"1036",-37.50244,144.9526,"Fatal","23:35:00","Crash"
"1037",-38.24955,144.3414,"Serious","23:25:00","Crash"
"1038",-36.54036,144.6366,"No Serious Injury","03:15:00","Crash"
"1039",-36.37956,145.4038,"Serious","04:25:00","Crash"
"1040",-37.27748,142.9393,"No Serious Injury","05:50:00","Crash"
"1041",-38.13469,144.3495,"Serious","22:30:00","Crash"
"1042",-38.17842,144.6139,"No Serious Injury","00:10:00","Crash"
"1043",-37.58242,143.8677,"Serious","01:30:00","Crash"
"1044",-36.03889,146.5638,"Serious","02:30:00","Crash"
"1045",-36.74299,144.2583,"No Serious Injury","22:43:00","Crash"
"1046",-38.2318,146.4143,"No Serious Injury","22:10:00","Crash"
"1047",-37.3276,145.297,"Serious","04:00:00","Crash"
"1048",-36.74435,144.2751,"No Serious Injury","03:00:00","Crash"
"1049",-36.34605,146.2981,"No Serious Injury","22:20:00","Crash"
"1050",-38.15003,144.3623,"Serious","04:20:00","Crash"
"1051",-36.33706,141.7102,"No Serious Injury","22:50:00","Crash"
"1052",-38.579,146.0818,"No Serious Injury","05:45:00","Crash"
"1053",-36.7504,144.1295,"Serious","04:30:00","Crash"
"1054",-35.76868,143.8549,"No Serious Injury","23:00:00","Crash"
"1055",-37.56349,143.8515,"No Serious Injury","03:05:00","Crash"
"1056",-38.18423,146.2662,"No Serious Injury","22:40:00","Crash"
"1057",-38.45223,145.2368,"Serious","22:10:00","Crash"
"1058",-38.11081,144.3533,"No Serious Injury","23:50:00","Crash"
"1059",-36.18794,145.3864,"Serious","03:30:00","Crash"
"1060",-38.15483,144.3795,"Serious","23:50:00","Crash"
"1061",-36.15992,146.815,"Serious","23:30:00","Crash"
"1062",-36.77268,144.3055,"No Serious Injury","00:30:00","Crash"
"1063",-38.18524,145.8958,"Serious","23:30:00","Crash"
"1064",-38.24089,143.9913,"Serious","03:15:00","Crash"
"1065",-36.44423,145.8275,"Serious","02:10:00","Crash"
"1066",-38.11614,144.3302,"No Serious Injury","22:20:00","Crash"
"1067",-36.90486,145.997,"Serious","05:00:00","Crash"
"1068",-38.34814,143.4476,"Serious","02:19:00","Crash"
"1069",-37.05213,146.0878,"No Serious Injury","06:00:00","Crash"
"1070",-37.49968,145.3064,"Serious","23:25:00","Crash"
"1071",-38.17728,144.5596,"Serious","00:08:00","Crash"
"1072",-36.7436,144.2743,"Serious","23:10:00","Crash"
"1073",-36.35337,145.0316,"Serious","03:00:00","Crash"
"1074",-38.38352,142.4869,"Serious","22:45:00","Crash"
"1075",-36.70674,143.1577,"Serious","05:40:00","Crash"
"1076",-36.134,146.0851,"No Serious Injury","22:00:00","Crash"
"1077",-36.71211,144.2649,"No Serious Injury","23:15:00","Crash"
"1078",-36.03852,146.4143,"Serious","04:30:00","Crash"
"1079",-37.60994,143.8141,"No Serious Injury","05:55:00","Crash"
"1080",-36.66067,142.0831,"Fatal","01:00:00","Crash"
"1081",-37.87678,147.4421,"No Serious Injury","23:20:00","Crash"
"1082",-36.33898,145.4317,"No Serious Injury","04:00:00","Crash"
"1083",-38.22964,146.4198,"No Serious Injury","03:00:00","Crash"
"1084",-37.07668,144.2377,"No Serious Injury","23:10:00","Crash"
"1085",-37.1794,145.0693,"No Serious Injury","23:00:00","Crash"
"1086",-38.23639,144.5399,"Fatal","00:25:00","Crash"
"1087",-37.3583,144.53,"Serious","22:00:00","Crash"
"1088",-38.08137,144.337,"No Serious Injury","23:52:00","Crash"
"1089",-34.26075,142.162,"No Serious Injury","05:30:00","Crash"
"1090",-37.59115,144.1797,"Serious","01:00:00","Crash"
"1091",-36.2956,146.2661,"Serious","02:30:00","Crash"
"1092",-36.26657,145.4653,"Serious","22:33:00","Crash"
"1093",-38.2097,146.3181,"Serious","22:15:00","Crash"
"1094",-38.41235,146.246,"No Serious Injury","22:30:00","Crash"
"1095",-37.59264,143.841,"Serious","22:00:00","Crash"
"1096",-38.23502,144.2176,"Serious","00:25:00","Crash"
"1097",-38.11463,145.9254,"No Serious Injury","04:00:00","Crash"
"1098",-37.15557,143.5314,"Serious","03:15:00","Crash"
"1099",-36.65481,144.4033,"No Serious Injury","04:00:00","Crash"
"1100",-36.04908,146.5465,"Serious","04:15:00","Crash"
"1101",-35.26645,141.219,"Serious","05:55:00","Crash"
"1102",-38.23612,146.4442,"Fatal","00:05:00","Crash"
"1103",-37.55305,143.8064,"Serious","22:35:00","Crash"
"1104",-36.34624,145.4619,"No Serious Injury","23:30:00","Crash"
"1105",-38.15352,144.3743,"Serious","00:35:00","Crash"
"1106",-38.23464,145.9228,"No Serious Injury","00:30:00","Crash"
"1107",-37.55727,143.8546,"No Serious Injury","03:47:00","Crash"
"1108",-38.218,143.1233,"No Serious Injury","03:00:00","Crash"
"1109",-35.8154,143.8294,"Fatal","00:28:00","Crash"
"1110",-37.43092,145.0204,"Serious","01:50:00","Crash"
"1111",-34.26946,142.2058,"Serious","00:25:00","Crash"
"1112",-36.9176,145.2245,"Serious","23:05:00","Crash"
"1113",-37.3887,144.5958,"Serious","03:45:00","Crash"
"1114",-36.37028,145.403,"Serious","22:00:00","Crash"
"1115",-38.34427,143.1156,"Serious","23:00:00","Crash"
"1116",-38.34833,142.4782,"Serious","23:10:00","Crash"
"1117",-38.19625,146.0692,"No Serious Injury","05:37:00","Crash"
"1118",-38.15765,146.5536,"Fatal","23:45:00","Crash"
"1119",-38.16238,144.3567,"Serious","00:30:00","Crash"
"1120",-37.53383,143.8176,"No Serious Injury","06:00:00","Crash"
"1121",-38.10872,144.324,"Serious","05:59:00","Crash"
"1122",-35.9407,145.6318,"Serious","01:20:00","Crash"
"1123",-37.57066,143.8171,"Serious","01:44:00","Crash"
"1124",-36.35516,145.0292,"Serious","04:25:00","Crash"
"1125",-37.79023,143.7002,"Serious","23:45:00","Crash"
"1126",-36.0815,146.7341,"No Serious Injury","03:00:00","Crash"
"1127",-35.5377,143.1612,"Serious","03:06:00","Crash"
"1128",-36.74768,144.2793,"No Serious Injury","03:52:00","Crash"
"1129",-38.10838,144.3378,"No Serious Injury","23:50:00","Crash"
"1130",-38.14005,144.3499,"No Serious Injury","23:20:00","Crash"
"1131",-36.36296,145.3983,"Serious","23:15:00","Crash"
"1132",-37.421,144.9591,"No Serious Injury","01:00:00","Crash"
"1133",-37.28388,142.944,"Serious","22:45:00","Crash"
"1134",-35.82812,145.4617,"No Serious Injury","22:30:00","Crash"
"1135",-38.18193,144.3478,"No Serious Injury","22:02:00","Crash"
"1136",-38.18389,146.2385,"Serious","23:30:00","Crash"
"1137",-37.63056,144.2152,"Serious","04:00:00","Crash"
"1138",-37.78412,144.1442,"Serious","05:15:00","Crash"
"1139",-36.01502,146.0133,"No Serious Injury","23:00:00","Crash"
"1140",-37.56417,143.8225,"Serious","03:45:00","Crash"
"1141",-37.87791,146.967,"Fatal","22:25:00","Crash"
"1142",-38.21275,146.4171,"No Serious Injury","05:00:00","Crash"
"1143",-36.49767,146.0202,"Serious","23:30:00","Crash"
"1144",-37.19441,144.905,"Serious","03:05:00","Crash"
"1145",-38.31343,145.541,"Serious","01:15:00","Crash"
"1146",-37.90071,147.6711,"No Serious Injury","01:30:00","Crash"
"1147",-38.16522,144.4173,"Serious","01:40:00","Crash"
"1148",-38.08607,144.3744,"Serious","05:22:00","Crash"
"1149",-38.0788,147.088,"No Serious Injury","03:15:00","Crash"
"1150",-38.47418,142.95,"No Serious Injury","01:15:00","Crash"
"1151",-37.84765,147.145,"No Serious Injury","05:19:00","Crash"
"1152",-37.02371,145.1392,"No Serious Injury","02:20:00","Crash"
"1153",-34.23125,142.1654,"Serious","01:48:00","Crash"
"1154",-37.50952,142.4149,"Serious","02:00:00","Crash"
"1155",-38.26194,144.6106,"No Serious Injury","22:30:00","Crash"
"1156",-38.13648,145.8577,"No Serious Injury","00:50:00","Crash"
"1157",-38.11268,144.3547,"Serious","04:15:00","Crash"
"1158",-36.69309,144.085,"No Serious Injury","01:00:00","Crash"
"1159",-38.32369,146.3287,"Serious","22:50:00","Crash"
"1160",-36.32621,145.3968,"No Serious Injury","23:00:00","Crash"
"1161",-38.37585,145.8378,"No Serious Injury","00:30:00","Crash"
"1162",-37.11158,144.2527,"No Serious Injury","23:50:00","Crash"
"1163",-37.60371,144.284,"Serious","22:00:00","Crash"
"1164",-37.55212,143.8596,"No Serious Injury","01:58:00","Crash"
"1165",-38.0935,144.2494,"Serious","22:32:00","Crash"
"1166",-37.75598,142.0299,"No Serious Injury","03:30:00","Crash"
"1167",-38.16324,145.9309,"No Serious Injury","00:52:00","Crash"
"1168",-37.9434,144.357,"Serious","02:25:00","Crash"
"1169",-37.24428,145.0447,"No Serious Injury","05:45:00","Crash"
"1170",-38.65279,146.6151,"Serious","22:30:00","Crash"
"1171",-38.20609,146.1662,"Serious","03:25:00","Crash"
"1172",-36.18283,144.6298,"Fatal","01:20:00","Crash"
"1173",-38.16174,145.8768,"No Serious Injury","23:10:00","Crash"
"1174",-38.07164,144.3735,"Serious","03:35:00","Crash"
"1175",-36.73,145.646,"Fatal","02:15:00","Crash"
"1176",-38.14722,144.3714,"Serious","02:58:00","Crash"
"1177",-37.91102,144.4626,"Serious","01:30:00","Crash"
"1178",-37.45362,144.9769,"No Serious Injury","00:30:00","Crash"
"1179",-38.16409,147.3892,"Serious","23:15:00","Crash"
"1180",-38.12752,144.3153,"Serious","04:30:00","Crash"
"1181",-36.05955,145.2049,"No Serious Injury","22:45:00","Crash"
"1182",-36.81062,144.2078,"Fatal","02:19:00","Crash"
"1183",-38.33581,141.6016,"No Serious Injury","23:50:00","Crash"
"1184",-38.08769,144.3495,"No Serious Injury","00:24:00","Crash"
"1185",-37.38274,145.4738,"No Serious Injury","03:15:00","Crash"
"1186",-38.10975,144.3352,"No Serious Injury","01:50:00","Crash"
"1187",-38.39961,142.7253,"Serious","22:00:00","Crash"
"1188",-38.73239,145.8954,"Fatal","22:20:00","Crash"
"1189",-38.38345,146.2686,"No Serious Injury","01:00:00","Crash"
"1190",-38.07916,144.3644,"No Serious Injury","22:55:00","Crash"
"1191",-38.41199,142.5845,"Serious","23:00:00","Crash"
"1192",-36.38382,146.4929,"No Serious Injury","02:00:00","Crash"
"1193",-38.23534,144.3733,"Serious","03:00:00","Crash"
"1194",-38.16876,144.6462,"No Serious Injury","05:50:00","Crash"
"1195",-38.42586,142.8576,"No Serious Injury","05:30:00","Crash"
"1196",-38.09384,147.0711,"No Serious Injury","22:00:00","Crash"
"1197",-36.72055,145.6253,"No Serious Injury","01:00:00","Crash"
"1198",-38.0715,144.3366,"Serious","00:20:00","Crash"
"1199",-37.71284,143.4016,"Serious","03:00:00","Crash"
"1200",-36.41767,145.4068,"Serious","02:45:00","Crash"
"1201",-38.0708,141.1508,"Serious","04:50:00","Crash"
"1202",-38.32609,143.0758,"No Serious Injury","02:45:00","Crash"
"1203",-37.56423,143.9323,"No Serious Injury","01:10:00","Crash"
"1204",-38.1213,146.0605,"Serious","05:00:00","Crash"
"1205",-37.10025,145.6179,"No Serious Injury","05:40:00","Crash"
"1206",-37.17651,144.397,"Serious","02:30:00","Crash"
"1207",-36.23335,146.9421,"Serious","03:00:00","Crash"
"1208",-38.45558,143.0667,"No Serious Injury","23:15:00","Crash"
"1209",-37.55764,143.8609,"Fatal","01:00:00","Crash"
"1210",-38.17094,144.2919,"Serious","05:30:00","Crash"
"1211",-38.0652,144.3792,"No Serious Injury","01:15:00","Crash"
"1212",-36.10822,146.8701,"No Serious Injury","23:45:00","Crash"
"1213",-38.1936,146.5522,"No Serious Injury","23:30:00","Crash"
"1214",-37.97638,143.4822,"No Serious Injury","00:05:00","Crash"
"1215",-37.91126,144.4521,"Serious","23:00:00","Crash"
"1216",-35.21115,143.4042,"Serious","00:15:00","Crash"
"1217",-37.77588,142.1319,"Serious","02:50:00","Crash"
"1218",-36.37252,145.4012,"No Serious Injury","05:20:00","Crash"
"1219",-37.30223,145.0537,"Serious","00:20:00","Crash"
"1220",-37.16593,142.631,"No Serious Injury","05:40:00","Crash"
"1221",-36.82801,145.4083,"No Serious Injury","00:05:00","Crash"
"1222",-36.54556,145.9822,"Serious","00:20:00","Crash"
"1223",-38.13427,144.3512,"No Serious Injury","00:45:00","Crash"
"1224",-37.86244,147.8472,"Serious","22:40:00","Crash"
"1225",-36.30172,145.416,"No Serious Injury","04:50:00","Crash"
"1226",-37.17237,142.5372,"No Serious Injury","23:45:00","Crash"
"1227",-36.37755,145.4619,"Serious","06:00:00","Crash"
"1228",-36.64336,147.187,"Serious","23:55:00","Crash"
"1229",-35.96048,145.5316,"Serious","22:30:00","Crash"
"1230",-37.3085,143.0121,"Serious","22:49:00","Crash"
"1231",-36.6526,144.348,"Serious","22:00:00","Crash"
"1232",-36.15706,144.7314,"No Serious Injury","22:45:00","Crash"
"1233",-36.36486,146.3684,"Serious","05:29:00","Crash"
"1234",-34.30244,142.1953,"No Serious Injury","22:40:00","Crash"
"1235",-38.1489,144.3466,"Serious","01:50:00","Crash"
"1236",-36.61152,144.5166,"Serious","00:50:00","Crash"
"1237",-38.30105,143.7657,"Serious","02:50:00","Crash"
"1238",-34.18838,142.1527,"No Serious Injury","22:30:00","Crash"
"1239",-37.38587,141.6859,"Serious","05:30:00","Crash"
"1240",-35.50872,142.8498,"No Serious Injury","23:30:00","Crash"
"1241",-36.04455,146.1668,"Serious","05:30:00","Crash"
"1242",-38.20765,146.5012,"No Serious Injury","03:30:00","Crash"
"1243",-38.21391,144.1177,"Fatal","03:15:00","Crash"
"1244",-38.09377,144.3561,"Serious","22:05:00","Crash"
"1245",-37.80165,144.4059,"Serious","22:30:00","Crash"
"1246",-38.17837,146.2663,"Serious","00:10:00","Crash"
"1247",-38.30123,146.5945,"No Serious Injury","22:40:00","Crash"
"1248",-36.13681,146.909,"Serious","06:00:00","Crash"
"1249",-36.76468,144.2467,"Serious","03:30:00","Crash"
"1250",-38.35348,142.1859,"No Serious Injury","05:50:00","Crash"
"1251",-36.26376,143.3923,"No Serious Injury","03:50:00","Crash"
"1252",-37.6333,144.4643,"Serious","00:45:00","Crash"
"1253",-37.9609,146.2697,"Serious","04:30:00","Crash"
"1254",-36.23059,146.4411,"No Serious Injury","23:20:00","Crash"
"1255",-37.48672,144.5786,"No Serious Injury","04:00:00","Crash"
"1256",-38.52111,145.3343,"Fatal","04:14:00","Crash"
"1257",-37.95396,144.1552,"Fatal","02:20:00","Crash"
"1258",-36.94671,143.7856,"Serious","01:45:00","Crash"
"1259",-34.24007,142.1556,"No Serious Injury","03:00:00","Crash"
"1260",-36.55074,145.9884,"No Serious Injury","06:00:00","Crash"
"1261",-36.38983,145.3595,"No Serious Injury","23:00:00","Crash"
"1262",-37.39724,144.5288,"No Serious Injury","01:46:00","Crash"
"1263",-37.5836,143.8407,"Serious","02:55:00","Crash"
"1264",-38.58162,142.9182,"Serious","00:45:00","Crash"
"1265",-37.56447,143.6781,"Serious","03:10:00","Crash"
"1266",-38.18232,144.3019,"Serious","00:09:00","Crash"
"1267",-36.67427,144.4003,"Serious","02:30:00","Crash"
"1268",-36.84639,144.9042,"No Serious Injury","05:30:00","Crash"
"1269",-38.17565,146.293,"No Serious Injury","22:25:00","Crash"
"1270",-36.28142,146.3988,"No Serious Injury","04:30:00","Crash"
"1271",-36.34703,140.986,"No Serious Injury","05:45:00","Crash"
"1272",-37.85416,148.0322,"Serious","00:05:00","Crash"
"1273",-36.73718,144.2798,"No Serious Injury","23:35:00","Crash"
"1274",-36.39296,145.4012,"Serious","22:38:00","Crash"
"1275",-37.54247,144.6299,"No Serious Injury","05:30:00","Crash"
"1276",-37.3811,145.075,"Serious","04:40:00","Crash"
"1277",-36.05866,146.4277,"No Serious Injury","05:45:00","Crash"
"1278",-36.957,145.1979,"Serious","23:00:00","Crash"
"1279",-36.31095,146.362,"Fatal","02:44:00","Crash"
"1280",-38.37163,142.2309,"Serious","03:30:00","Crash"
"1281",-35.73515,143.9203,"No Serious Injury","01:15:00","Crash"
"1282",-37.04702,143.7375,"No Serious Injury","00:40:00","Crash"
"1283",-37.40678,145.0213,"No Serious Injury","22:30:00","Crash"
"1284",-36.70404,144.778,"Serious","01:30:00","Crash"
"1285",-36.76153,144.2728,"No Serious Injury","00:12:00","Crash"
"1286",-38.42592,145.4588,"Serious","02:20:00","Crash"
"1287",-37.10305,144.2974,"Serious","22:00:00","Crash"
"1288",-36.62627,145.7538,"Serious","01:30:00","Crash"
"1289",-38.3588,142.5184,"No Serious Injury","23:30:00","Crash"
"1290",-38.16662,145.9528,"Serious","04:30:00","Crash"
"1291",-38.1793,144.3675,"No Serious Injury","22:50:00","Crash"
"1292",-36.67797,144.2631,"Serious","23:52:00","Crash"
"1293",-37.55784,143.8237,"No Serious Injury","23:30:00","Crash"
"1294",-37.5874,143.826,"No Serious Injury","22:00:00","Crash"
"1295",-37.29587,146.1359,"Fatal","01:00:00","Crash"
"1296",-37.59098,144.1813,"Serious","00:20:00","Crash"
"1297",-38.37153,146.1801,"No Serious Injury","00:30:00","Crash"
"1298",-38.39675,144.1995,"No Serious Injury","03:30:00","Crash"
"1299",-38.3622,141.607,"No Serious Injury","22:15:00","Crash"
"1300",-38.14886,144.3686,"No Serious Injury","03:48:00","Crash"
